cus_id,cus_name
"AHY3QEA3CVS57POB64VVMQSPHHHA,AG633F2HW3BKLPJU3JCTLLLHWBHQ,AFU64BXF4ADZXV2SSZXAAAVLB7OQ,AFXDOEANKNDY342TWIUJUYEU55IQ,AEI5OOS434KUVK3SPKYEZMBJUB5A,AERD56GM7L442X34ICEOKG44MK2A,AFH5RGXHECG6OFJEKVIAUWKFYU2Q,AHOEADKKYXTHETSA2WOA6N4MQEVA","Abhishek Shode,Mahendra,Vishal M,Amazon Customer,PUNEET SOOD,Jasmeet,Rahul dubey,Lisha Dsouza"
"AHKTEC7ZVRWNAA66KB3V5REUQG6A,AFMYMI6FWPFSDK7KXBHB2D7555OA,AEZTUFS2XNNKJ5ZCNRLE5JWWI4PQ,AGVZ57S4TZDMQTXR67SMTWQOOKRA,AEJWYKZND5DTQQYR26RKWY5FWTOQ,AGBUVENL47YJ3NJFQJS2MKZC7NKA,AFI3EFAYZRL5L5TQXRQBQKWJQJTQ,AEQWP6WIVLFP2L3MSAWW3RENW3XQ","Denzil Varghese,Amazon Customer,Placeholder,Anil More,Rajesh,Mostafir Molla,mohit singh,Suresh rankhambe"
"AFP334GQV3WBH6XJIX5VITMYOH2A,AHAIKXSSOQ7R5GBPVSBR6VE72QVQ,AHTSXQI7JAQVYVVQE6DK4B2EJSPQ,AH3DODDCISNEXGUHYV4MRDQ3H36Q,AFNNLWHF3B35C5XQN3Y6T77GIJFQ,AHN73IF2MNKIJ2MEMND5ODN7XDFA,AGG44FGU5A2RZMRCILNFIV6SCYDA,AHFQGP45QKIEFKYOCYUH4DP63XGQ","Ravi Naresh,anup,Chinmay Bapusaheb Gayake,Hetal,Mageshwaran,Eswar,Gaddam Srinivas,Gautam Jethwa"
"AGLZUIR2UEQJFHZ6KGUGFYPYINNQ,AERVECDPABKJA75A3HLMML7JAQMQ,AEPQHZHEBKKLM6Q7IKBZNILWVCBA,AEXRU5ZQWDY2IGNVAFOF4UJQ6JQQ,AFBB545QU2N2BJW3PGXCROIDXIIQ,AEFANDDI6JRPXAGKHLQH2TV6A53A,AEA6472BE7C24EQJU3GKJNILU27A,AE2PQX6JEE6UW7QB6SNEYP3TAXLQ","Ranjeet Singh,Placeholder,Niranjan V Jayaram,Amazon Customer,Amazon Customer,Sudhanshu Shekhar Tripathy,Ac3Connor,Neeraj K."
"AFJXTHVSM4WSXPKINO6S6L4OI5CA,AFCTBE5IW6HOJ2ENFG5WZZNRBVJQ,AEQ5OVCZQLS52SKPGHUA2X3GJIYQ,AFVPAVVA7NTHCLGMLLSGV56WS42Q,AH44VG4ASUF7HIFZHFM6WAI4GNQA,AFCOZOXOMZ4PVEU323VFOLNOT6YA,AF2JRH2ISLR6MYBFP37T3NWBIMHQ,AFH2YOAAGY2IP4U62G4VZ6ABXJLQ","Amazon Customer,Jagmeet singh,Anil Sethi,Dev singh,Pankaj Jain,Haridass d.,Mohanram Baskaran,SDev"
"AF3IXM2LI57OSMIOBF55GYWRIYKA,AHDY3KBEOCPCYVEOYWZEYYPHAMUA,AFABWJZ3775SMVWMSWGYY4DDN6WQ,AF74JR6NGSLT6D6ZFPER3HOIV3KA,AHLGDWS4WYSZUEJTU2Y67QSUHV6A,AHX37NMZHULN3JJW4ULDOJ2RWYUA,AEVVZCUP5D2P4FWGD3AOPDGJJY4A,AG3NMRPAMYUG6GWM4J2RLJHFIBVQ","giribabu,Dhuna Charan Dalai.,RCLJ,Arun Gowda,pradeep,vishnu lal,Sagar C,balakrishna"
"AFQW4AC4GLYGQC4MXQWMGJM2FWRA,AGLLHPCKRL6U2U6U5XXMJ4V6ANHQ,AE5S2QIJPXDUQT54XGJVGPQJOTSA,AGBA37OJDBIONSXA6OYI5TCIQSUQ,AHZNT25EKPGFYYUQOSYG7E5M7WRQ,AHDNBCY5WEIZQ2ETHEL72TPHNGVQ,AG42FZDSEYZOQV7FJMK7BTG3Z2BQ,AE3EGIT22MVVMLV2BZBQAURWSF2Q","Swapnil N,Abhishek Maji,Dinesh B.,Sangeet,George George,B R.k,Tom,Amazon Customer"
"AEPML5IRZNUCCZNZDPAXESOPY6OA,AGFWXRZUB5TYEIPWSULPTK7LHSYA,AFUYCL7FL7ZSW4J7EI5DHXNR7NSQ,AEMQ4TSBHCLS2GHF4C4K3CHKM6QA,AENDL564LHLXLMAUI3U3D6KV5R5A,AEHF7TORHRTMJOSTX2KYEILWRDEQ,AFL6MZDS6GWY7546AYCY3Q5L636A,AFV56MGUGR7UTIGTA35IS5TUVXHA","Madhu Sudan Rankawat,Jegatheeswari,Jawahar Barve,SHIV SUNDAR,vinoth kumar G,EPIC,Amit,Navonil Dey"
"AFEQNJUAIGTASKXSGSUUOTDMOMDQ,AHLF25KDQCPPRDIZCBICU5XG7ECQ,AF3JF6J5KVUCB7KOGLU6Z3OE4O6A,AGMLLOV22EXPBNLF6VLGFTSABHHA,AHHHCRWKGCWA2BR7WNSBRHPS24JA,AHXCS37DGQHLE7RFQHFYPWGXZICQ,AE4W5ONOAXFJGV2L3AE72XWKSUKA,AFY34GSLURN6WLMJGFOGI5R2B6LA","Arun,Shailendra,SHIVA PALTHI,Harish Rao,Sushant Shukla,Jay Jayesh Chheda,Shivani Chande,Kindle Customer"
"AEDMOT4JJAD7UCEFLEA76Y526CGQ,AHEXPGZ2QS4MXA5LDPULZPVLYBSA,AGZXI6YFQBL7Y6ZH4JOLRETHVDYQ,AEHFMY2XIP7P3MZV6KHQVLCFKWBQ,AGXW34DAO3AACVXOXNHT66PCBGQQ,AH2MVSVVA6YZM7U4DBKDG2XBZM5Q,AG5LI22SGAIXYZAJXUDGHUQXIKOA,AGQEYE3ZA7VXHMGDQLZM3VL7DNZQ","Amazon Customer,Amrit V.,Mahender singh,pala pothuraju,Kishan Patel,Amazon Customer,Amazon Customer,vikram gaikwad"
"AH4BURHCF5UQFZR4VJQXBEQCTYVQ,AGSJLPK6HU2FB4HII64NQ3OYFFFA,AGG75KFRXNLCYVRAPA6D4ZBNTNSA,AFMMETRQBRCB7WX5QNQXV6J3TR5A,AHUADIC4LFJHXZK3ZUCM5GZHP7NA,AHJCBBMUJWQGUJTT477TQ75ZTYNQ,AE2SWHFUXPXFJLITBNYV5YGTI5LQ,AEL77P6YFP7P7EZVBDU63TUTGKMQ","Ranjith,Amazon Customer,Rajneesh s vaid,Heera,Bavanbir Singh,Kiran Kumar SS,Vanshik Kamboj,Unknown"
"AFCWL3MX7BP2ZUDD37MEAENZDQ2A,AGGFXDLCFZMTLJJDR3ZFKEOXCFLQ,AHEBPCKZFBKQMB6FXQLRP72OG4ZQ,AF2V6W7LKARBMZQLFL44AY6KYOCA,AGGGM5HE2PLQKZV33JOD6K2TYPQQ,AG5VQTV5OVY2Q42ZQPWXTRU2PSLQ,AFZ5KWM4MSPU25YIO2CYGGSNYV6Q,AE6THY5M7QTHCQRZ6PIUENS3NY4A","Raj Mohammed,Samson,Haroon sayeed,P Imran Khan,Manohar P,SRF Prashant,Akash Sharma,Sumesh"
"AFO7T5DJCA34LXNLPEMNTUPHBA3Q,AEOKQXQO42VI27RS7S6H6RDJTJWQ,AGMHQJ2A77R33DA4XP3ZHYOMOTHQ","Mandar Joglekar,Vasanth,Well person"
"AELO5I776X3QUOQZ7AEEFC565CYA,AEJNUCP6WR35MUUPR3D4P23EDVQQ,AGM52TVEKBJENHQAN4Q22ODCL5AA,AGQ55X6WU4XM455UMFRGQZ7RYEYA,AHMJ5HV6F5PZFFLBC4NQ7JCHYA6A,AGJRCXYSPMLOJNP22GLBKWRCYDYQ,AGSEKYY3BOZSIPCZ3LHAML2SOC4A,AFWGX2JJIVSYWDL5QHQ3TLM3IIDA","Vishal Nagpal,sharmila,Amazon Customer,Ashish Panjwani,Triti roi,Yogesh Kumar Jalote,Thambaa,Sandeep S."
"AFAQLRAKYASFXOQP7MS6SZK4STIQ,AGGQ72HVXMSQN3ZPGCFUB47QYUVQ,AH5Q2T67DWA5P5DG3FGMWEZ2ES3Q,AHSQNNZHM5HQAGN5EY2JJAA3EWGQ,AEZ3OTGG6TXB5HGKYC3OIELYECPA,AGVBLW36Z5EAOHMLSSU23UQMTUDQ,AGHPFBXJ7QGWVIHXEUBS5Z7F52WQ,AGOWRLSBPAVLJONO6CNUFO3QABZQ","Abhay Goyal,Apurva,Shilpa,Vishnu Narayanan,Kushagra S.,Rogin Cherian,Amazon Customer,Jay d."
"AHGHFJXREBY4F2LI3M6SFLSWC75Q,AFZWM3VVEIMWNFSTQNIUSWJ324KA,AHYHIMJX4LAYXAK6QRQ62U7GPDVA,AGX5JLHABEDQENBZXYQGHW3ICZYA,AF7QASLC5FT2C3DGXD4YW2FMZ5ZQ,AHNCIGFMABVRKLCNTAARDL6N25NA,AGLWM3KQXUEEG5QUPOMKI72IIOZQ,AEU5DHNTPNICV4DYIEYANIV36C4Q","Girija Mohapatra,ShanChan83,Jai Ashvan,Sandeep N.,Digvijay Bhavsar,Imran,Vijayabhaskar,Amazon Customer"
"AHXA44TFJADWFEA3DHLJWVUKZVDQ,AFTNE6LMFIWK3AULQAUWK6LP2ZIQ,AE442FMTBZA5GS5MDBKIB76GQDXQ,AECJGIPE6J5ODC5P7L6WXI4XBNYQ,AHATM4XWKOTU6FWTFVAS5TP6X2VQ,AFTFEMRWKEHE2R2QRRVOQFTETUUQ,AHUAVHWF66PF66YDJXGRXJASHYUQ,AGL76XCJ2EWY36ABPD25DHZRMQMA","Fateh,Fauzia kahkashan,Prakash hembram,Shivu,mahesh,Rajesh Jindal,Ramapati Mishra,Amazon Customer"
"AGD2H2SMDLQK62MH7BFWQ2INBP2A,AELIUKITTHS3MSGTSB3B3YCAUMQQ,AHPYAYHRORO3DMJ7DSUHSGSBLDBQ,AENIRZYQ7D6LIUFYMTCNZ3E7ITMA,AH5WOB4H6TNTIVWLGHXDBTVBKZ3Q,AEEDBX6NJS6TW3AY6TG3DUN4TI5A,AG7BWK54SGYY2Z2QHMB5VD2JXDJQ,AFKOJLBHQLFZ3EZYM3QQRATTZ37A","ABHAY SINGH,kapil,Amazon Customer,M.V.SUBBA RAJU,A.KANAKAYYA,Divyaj,Sachin Tiwari,Samriti garg"
"AECPQWPXGTZOXEYOPZXTZQ5ZG23Q,AFSSY7GGVWHL2TLE5ESRJXJJEK4Q,AEII2B5GAPQWGZCTI2PIMOEFJMRA,AGIJABWDG4M75P6SIANOPH6CGIVQ,AHXNYKCNRYNZPT4HEFZT6JUXRDOA,AFT36LVR44MBK7LQ2WQZOYCZUS2Q,AEVBWSNHEFMTADA24TBEUGDGLZMQ,AF36ZMROXP35IOQKSQ6BK4FEPNAQ","Brian Visvasam,CHAITHANYA GOUD DONTHI,Suresh Kannan B S,Ankur J,Anil Kumar M G,Sudheesh,himanshu verma,Dr. Pranab"
"AFPP23GZ4AVHPQZCTP3HRAABLJLA,AHRMZ6CNNUQLTLK7V4NXSXQSUOPQ,AHYNWZDQUEHA3LHM2UGWGPEF5RZQ,AGJ4SX7KMBI7JTCLN2M2NDKHLBYQ,AHG274KYTUFW4U6M4Q3RXSY3PFLA,AGUDFIEXE7SNZX63QNMDTVSNXB3A,AGDFLPE27MVR57QZ5JFVGQXDDKSA,AG6CUGEEGHQL2ZZ3VHASUJTHLORA","Siddhartha G.,BABU ARIF,Parikshit giri,Adwait,Anil Kumar Singh,VIKRAM RAJAI,vasumathy,Shivam thakur"
"AG44ZU44LAA7BHECDW5VB2ZMEP2A,AGP33PWKFF63FWCVM7D7LPQHFGLQ,AGVLBEJH5PAT5HSTWGHSFXU5D5ZA,AFTC5SKWCK3WMQKPPUNHEUCBJVLA,AGICMMOTS42OFSDTZOVJ4C5P3LEA,AE3GIVX24R4R67DU2MXLX24XYCIQ,AEL5WI53X4OUCZBTBH5Z7SNT63YA,AHLCFOXSW7PKG6NWJAYZXJJBHCPQ","Mahender Singh,Vinay,Supratim Banerjee,Vinod Bhattu,Amitabha,RISHAV RAJ,khushal027,Shubham Gupta"
"AG7TJLDLH3HOUPRBUFW6KNUEGO4A,AHTSVFP4GVBBXB6O7JU5FW3NXEJA,AEREO7C5GLYYYV6YXK7X4UCCQTJQ,AFBZOBNNEXP2HLRKXMCEFD2RNT4A,AEKKXMW4QXQMXXIHMC3AM533RJIA,AHBAU2TXR72GFAVHGD4E7OTABKDA,AHK4GT7INMZPE5QFGOPVQPQWOCHA,AHLCHZOJ35AVEE6DYVVH6XR5D2MQ","Sreejith ks,chetan w.,ASR,vajreshwari,Raghavandra,Kunal Singh,sarath,Sujit b."
